"","index_id","index_batch","library_id","extraction_id","sample_id","library_input_dna","library_PCR_cycles","index_adaptors_molarity","index_library_molarity","index_volume","index_library_moles"
"985","OPAU30E1L1I1","INB0033","OPAU30E1L1","OPAU30E1","OPAU30",39.8,7,1.56,8.49,35,297
"986","OPAU50E1L1I1","INB0033","OPAU50E1L1","OPAU50E1","OPAU50",41.8,7,0.7,14.41,35,504
"987","OPAU68E1L1I1","INB0033","OPAU68E1L1","OPAU68E1","OPAU68",41.3,7,1.36,11.07,35,387
"988","ACB20E1L1I1","INB0033","ACB20E1L1","ACB20E1","ACB20",24.5,7,3.32,7.21,35,252
"989","AGF91E1L1I1","INB0033","AGF91E1L1","AGF91E1","AGF91",27.1,7,2.11,6.8,35,238
"990","AGH23E1L1I1","INB0033","AGH23E1L1","AGH23E1","AGH23",42.7,7,4.62,8.75,35,306
"991","ADD97E1L1I1","INB0033","ADD97E1L1","ADD97E1","ADD97",130.8,7,0.92,10.44,35,365
"992","OPAU44E1L1I1","INB0033","OPAU44E1L1","OPAU44E1","OPAU44",58.1,7,0.25,7.14,35,250
"993","OPAU60E1L1I1","INB0033","OPAU60E1L1","OPAU60E1","OPAU60",27.8,7,1.02,8.94,35,313
"994","OPAU72E1L1I1","INB0033","OPAU72E1L1","OPAU72E1","OPAU72",16.6,7,1.69,7.02,35,246
"995","ABZ58E1L1I1","INB0033","ABZ58E1L1","ABZ58E1","ABZ58",29.3,7,0.62,6.59,35,231
"996","ABZ62E1L1I1","INB0033","ABZ62E1L1","ABZ62E1","ABZ62",89.5,7,2.39,11.81,35,413
"997","AGF24E1L1I1","INB0033","AGF24E1L1","AGF24E1","AGF24",37.9,7,1.61,9.22,35,323
"998","AGF95E1L1I1","INB0033","AGF95E1L1","AGF95E1","AGF95",53.5,7,0.43,6.09,35,213
"999","AGF98E1L1I1","INB0033","AGF98E1L1","AGF98E1","AGF98",25.2,7,0.83,8.47,35,296
"1000","ACC05E1L1I1","INB0033","ACC05E1L1","ACC05E1","ACC05",64.2,7,0.81,2.32,35,81
"1001","OPAU47E2L1I1","INB0033","OPAU47E2L1","OPAU47E2","OPAU47",70.8,7,1.29,1.71,35,60
"1002","OPAU41E2L1I1","INB0033","OPAU41E2L1","OPAU41E2","OPAU41",200,7,2.45,5.26,35,184
"1003","OPAU57E2L1I1","INB0033","OPAU57E2L1","OPAU57E2","OPAU57",131.3,7,1.07,4.06,35,142
"1004","OPAU26E1L1I1","INB0033","OPAU26E1L1","OPAU26E1","OPAU26",13,7,0.64,1.76,35,62
"1005","OPAU28E1L1I1","INB0033","OPAU28E1L1","OPAU28E1","OPAU28",42.7,7,2.62,4.36,35,153
"1006","AGF18E1L1I1","INB0033","AGF18E1L1","AGF18E1","AGF18",12,7,0.59,2.4,35,84
"1007","AGH38E1L1I1","INB0033","AGH38E1L1","AGH38E1","AGH38",13.2,7,0.81,3.97,35,139
"1008","AGH43E1L1I1","INB0033","AGH43E1L1","AGH43E1","AGH43",0.2,7,0.72,6.48,35,227
"1009","ABS02E1L2I1","INB0033","ABS02E1L2","ABS02E1","ABS02",116.5,7,0.54,3.02,35,106
"1010","ADA70E1L2I1","INB0033","ADA70E1L2","ADA70E1","ADA70",25.2,7,0.32,2.23,35,78
"1011","ADK23E2L3I1","INB0033","ADK23E2L3","ADK23E2","ADK23",145.9,7,0,9.3,35,326
"1012","I1","INB0033","","","",NA,7,1.25,1.73,35,60
"1013","ACJ40E1L1I1","INB0033","ACJ40E1L1","ACJ40E1","ACJ40",45.8,7,1.17,1.78,35,62
"1014","ACC18E2L1I1","INB0033","ACC18E2L1","ACC18E2","ACC18",69.4,7,0.51,0.94,35,33
"1015","ACC29E2L1I1","INB0033","ACC29E2L1","ACC29E2","ACC29",110.4,7,1.56,2.07,35,72
"1016","OPAU27E2L1I1","INB0033","OPAU27E2L1","OPAU27E2","OPAU27",152.2,7,3.07,2.76,35,97
"1017","OPAU29E2L1I1","INB0033","OPAU29E2L1","OPAU29E2","OPAU29",199.9,7,1.32,2.68,35,94
"1018","OPAU31E2L1I1","INB0033","OPAU31E2L1","OPAU31E2","OPAU31",199.8,7,1.87,1.89,35,66
"1019","OPAU33E2L1I1","INB0033","OPAU33E2L1","OPAU33E2","OPAU33",186,7,0.64,2.6,35,91
"1020","OPAU35E2L1I1","INB0033","OPAU35E2L1","OPAU35E2","OPAU35",184.1,7,2.44,2.43,35,85
"1021","OPAU55E2L1I1","INB0033","OPAU55E2L1","OPAU55E2","OPAU55",115.4,7,0.47,1.47,35,51
"1022","OPAU69E2L1I1","INB0033","OPAU69E2L1","OPAU69E2","OPAU69",168.2,7,0.63,0.87,35,30
"1023","OPAU20E1L1I1","INB0033","OPAU20E1L1","OPAU20E1","OPAU20",9.4,10,1.2,9.8,35,343
"1024","OPAU24E1L1I1","INB0033","OPAU24E1L1","OPAU24E1","OPAU24",16.8,10,1.87,19.09,35,668
"1025","OPAU32E1L1I1","INB0033","OPAU32E1L1","OPAU32E1","OPAU32",8.6,10,0.21,5.45,35,191
"1026","OPAU40E1L1I1","INB0033","OPAU40E1L1","OPAU40E1","OPAU40",6.5,10,1.58,13.45,35,471
"1027","OPAU42E1L1I1","INB0033","OPAU42E1L1","OPAU42E1","OPAU42",25.2,10,0.48,11.06,35,387
"1028","OPAU46E1L1I1","INB0033","OPAU46E1L1","OPAU46E1","OPAU46",7,10,0.91,8.23,35,288
"1029","OPAU48E1L1I1","INB0033","OPAU48E1L1","OPAU48E1","OPAU48",26.9,10,1.08,16.01,35,560
"1030","OPAU58E1L1I1","INB0033","OPAU58E1L1","OPAU58E1","OPAU58",21.6,10,0.74,10.71,35,375
"1031","OPAU70E1L1I1","INB0033","OPAU70E1L1","OPAU70E1","OPAU70",7.4,10,0.56,11.11,35,389
"1032","ACB19E1L1I1","INB0033","ACB19E1L1","ACB19E1","ACB19",9.8,10,0.83,9.16,35,320
"1033","AGF86E1L1I1","INB0033","AGF86E1L1","AGF86E1","AGF86",9.6,10,0.93,7.78,35,272
"1034","AGH20E1L1I1","INB0033","AGH20E1L1","AGH20E1","AGH20",5.8,10,1.86,10.21,35,357
"1035","ABS96E1L2I1","INB0033","ABS96E1L2","ABS96E1","ABS96",40.8,10,0.53,9.27,35,324
"1036","ACO90E1L2I1","INB0033","ACO90E1L2","ACO90E1","ACO90",46.9,10,0.54,9.97,35,349
"1037","ACX32E1L2I1","INB0033","ACX32E1L2","ACX32E1","ACX32",66.8,10,1.68,12.29,35,430
"1038","ADA67E1L2I1","INB0033","ADA67E1L2","ADA67E1","ADA67",18.7,10,2.48,10.7,35,374
"1039","ADJ92E2L3I1","INB0033","ADJ92E2L3","ADJ92E2","ADJ92",200,10,1.9,15.3,35,535
"1040","ACZ33E2L3I1","INB0033","ACZ33E2L3","ACZ33E2","ACZ33",27.6,10,2.32,11.44,35,400
"1041","I1","INB0033","","","",NA,10,0.6,5.23,35,183
"1042","I1","INB0033","","","",NA,10,1.08,7.71,35,270
"1043","ACZ98E2L1I1","INB0033","ACZ98E2L1","ACZ98E2","ACZ98",74.4,10,1.09,8.98,35,314
"1044","OPAU25E2L1I1","INB0033","OPAU25E2L1","OPAU25E2","OPAU25",64.7,10,0.92,4.7,35,164
"1045","OPAU39E1L1I1","INB0033","OPAU39E1L1","OPAU39E1","OPAU39",49,10,1.06,8.32,35,291
"1046","ACC01E2L1I1","INB0033","ACC01E2L1","ACC01E2","ACC01",200,10,1.06,6.2,35,217
"1047","ACC02E2L1I1","INB0033","ACC02E2L1","ACC02E2","ACC02",141.1,10,1.17,9.32,35,326
"1048","ADA17E2L1I1","INB0033","ADA17E2L1","ADA17E2","ADA17",53,10,1.16,11.67,35,409
"1049","OPAU13E2L1I1","INB0033","OPAU13E2L1","OPAU13E2","OPAU13",86.9,10,0.74,8.3,35,291
"1050","OPAU17E2L1I1","INB0033","OPAU17E2L1","OPAU17E2","OPAU17",168.7,10,1,7.1,35,248
"1051","OPAU37E2L1I1","INB0033","OPAU37E2L1","OPAU37E2","OPAU37",194.9,10,1.01,3.86,35,135
"1052","OPAU45E2L1I1","INB0033","OPAU45E2L1","OPAU45E2","OPAU45",199.7,10,0.83,3.93,35,138
"1053","OPAU51E2L1I1","INB0033","OPAU51E2L1","OPAU51E2","OPAU51",200.2,10,1.37,5.14,35,180
"1054","OPAU53E2L1I1","INB0033","OPAU53E2L1","OPAU53E2","OPAU53",199.8,10,0.24,4.58,35,160
"1055","OPAU59E2L1I1","INB0033","OPAU59E2L1","OPAU59E2","OPAU59",107.3,10,1.34,6.04,35,211
"1056","OPAU65E2L1I1","INB0033","OPAU65E2L1","OPAU65E2","OPAU65",139.7,10,0.98,16.34,35,572
"1057","OPAU67E2L1I1","INB0033","OPAU67E2L1","OPAU67E2","OPAU67",200,10,1.01,7.86,35,275
"1058","OPAU71E2L1I1","INB0033","OPAU71E2L1","OPAU71E2","OPAU71",128.9,10,0.72,3.56,35,124
"1059","ACJ48E1L1I1","INB0033","ACJ48E1L1","ACJ48E1","ACJ48",42.5,10,0.96,7.6,35,266
"1060","OPAU18E1L1I1","INB0033","OPAU18E1L1","OPAU18E1","OPAU18",8.2,10,1.3,8.99,35,315
"1061","OPAU34E1L1I1","INB0033","OPAU34E1L1","OPAU34E1","OPAU34",5.8,10,0.75,5.39,35,188
"1062","OPAU56E1L1I1","INB0033","OPAU56E1L1","OPAU56E1","OPAU56",20.2,10,1.29,6.83,35,239
"1063","OPAU64E1L1I1","INB0033","OPAU64E1L1","OPAU64E1","OPAU64",14.2,10,0.69,11.45,35,401
"1064","OPAU66E1L1I1","INB0033","OPAU66E1L1","OPAU66E1","OPAU66",11.5,10,0.95,7.69,35,269
"1065","ACB22E1L1I1","INB0033","ACB22E1L1","ACB22E1","ACB22",3.8,10,0.24,3.54,35,124
"1066","ACB23E1L1I1","INB0033","ACB23E1L1","ACB23E1","ACB23",3.4,10,0.64,4.33,35,152
"1067","AGF90E1L1I1","INB0033","AGF90E1L1","AGF90E1","AGF90",32.2,10,0.56,3.54,35,124
"1068","ABS40E1L2I1","INB0033","ABS40E1L2","ABS40E1","ABS40",11.7,10,0.34,5.11,35,179
"1069","ABS42E1L2I1","INB0033","ABS42E1L2","ABS42E1","ABS42",41.8,10,0.71,0.13,35,4
"1070","ADA63E1L2I1","INB0033","ADA63E1L2","ADA63E1","ADA63",42.8,10,0.56,7.06,35,247
"1071","ADA72E1L2I1","INB0033","ADA72E1L2","ADA72E1","ADA72",17.9,10,0.36,4.53,35,158
"1072","ADK10E2L3I1","INB0033","ADK10E2L3","ADK10E2","ADK10",11.7,10,0.35,2.81,35,99
"1073","ADA19E2L1I1","INB0033","ADA19E2L1","ADA19E2","ADA19",53.2,10,0.97,2.89,35,101
"1074","OPAU7E2L1I1","INB0033","OPAU7E2L1","OPAU7E2","OPAU7",83.5,10,0.37,1.99,35,70
"1075","ACC04E2L1I1","INB0033","ACC04E2L1","ACC04E2","ACC04",65,10,1.53,7.45,35,261
"1076","ABF99E1L1I1","INB0035","ABF99E1L1","ABF99E1","ABF99",183,7,85.32,18.08,20,362
"1077","ABG09E1L1I1","INB0035","ABG09E1L1","ABG09E1","ABG09",195,7,81.48,9.15,20,183
"1078","ABQ08E1L1I1","INB0035","ABQ08E1L1","ABQ08E1","ABQ08",175,7,40.22,20.84,20,417
"1079","ABQ42E1L1I1","INB0035","ABQ42E1L1","ABQ42E1","ABQ42",68.2,7,34.9,6.22,20,124
"1080","ABQ44E1L1I1","INB0035","ABQ44E1L1","ABQ44E1","ABQ44",195.7,7,10.72,5.85,20,117
"1081","ABQ45E1L1I1","INB0035","ABQ45E1L1","ABQ45E1","ABQ45",195.3,7,10.71,5.65,20,113
"1082","ABQ46E1L1I1","INB0035","ABQ46E1L1","ABQ46E1","ABQ46",202.3,7,23.17,18.43,20,369
"1083","ABQ95E1L1I1","INB0035","ABQ95E1L1","ABQ95E1","ABQ95",182.4,7,23.26,18.64,20,373
"1084","ABR14E1L1I1","INB0035","ABR14E1L1","ABR14E1","ABR14",190.5,7,40.1,16.21,20,324
"1085","AEV73E1L1I1","INB0035","AEV73E1L1","AEV73E1","AEV73",200,7,36.93,29.72,20,594
"1086","AEV79E1L1I1","INB0035","AEV79E1L1","AEV79E1","AEV79",189.9,7,40.93,10,20,200
"1087","AEV81E1L1I1","INB0035","AEV81E1L1","AEV81E1","AEV81",115.2,7,37.68,7.39,20,148
"1088","AEX06E1L1I1","INB0035","AEX06E1L1","AEX06E1","AEX06",195.6,7,8.95,6.06,20,121
"1089","AEX07E1L1I1","INB0035","AEX07E1L1","AEX07E1","AEX07",179.4,7,17.21,14.35,20,287
"1090","AEX08E1L1I1","INB0035","AEX08E1L1","AEX08E1","AEX08",196.2,7,6.29,3.15,20,63
"1091","AEX11E1L1I1","INB0035","AEX11E1L1","AEX11E1","AEX11",183.2,7,11.47,8.4,20,168
"1092","AEX12E1L1I1","INB0035","AEX12E1L1","AEX12E1","AEX12",187.4,7,38.38,12.74,20,255
"1093","AEX14E1L1I1","INB0035","AEX14E1L1","AEX14E1","AEX14",195,7,46.48,16.52,20,330
"1094","AEX21E1L1I1","INB0035","AEX21E1L1","AEX21E1","AEX21",161,7,39,18.37,20,367
"1095","AEX32E1L1I1","INB0035","AEX32E1L1","AEX32E1","AEX32",194.7,7,42.46,28.77,20,575
"1096","AEX36E1L1I1","INB0035","AEX36E1L1","AEX36E1","AEX36",189,7,9.92,6.99,20,140
"1097","AEX38E1L1I1","INB0035","AEX38E1L1","AEX38E1","AEX38",200.2,7,9.37,5.64,20,113
"1098","AEX41E1L1I1","INB0035","AEX41E1L1","AEX41E1","AEX41",192.2,7,12.05,9.06,20,181
"1099","AEX44E1L1I1","INB0035","AEX44E1L1","AEX44E1","AEX44",184.8,7,15.38,12.28,20,246
"1100","AEX46E1L1I1","INB0035","AEX46E1L1","AEX46E1","AEX46",182,7,34.91,22.83,20,457
"1101","AEX48E1L1I1","INB0035","AEX48E1L1","AEX48E1","AEX48",179.9,7,37.22,23.44,20,469
"1102","AEX55E1L1I1","INB0035","AEX55E1L1","AEX55E1","AEX55",112.3,7,38.77,5.85,20,117
"1103","AEX59E1L1I1","INB0035","AEX59E1L1","AEX59E1","AEX59",20.7,7,40.53,10.72,20,214
"1104","AEX61E1L1I1","INB0035","AEX61E1L1","AEX61E1","AEX61",198,7,10.33,6.69,20,134
"1105","AEX63E1L1I1","INB0035","AEX63E1L1","AEX63E1","AEX63",189.6,7,10.15,6.24,20,125
"1106","AEX73E1L1I1","INB0035","AEX73E1L1","AEX73E1","AEX73",200.6,7,7.85,4.84,20,97
"1107","AEX89E1L1I1","INB0035","AEX89E1L1","AEX89E1","AEX89",195.7,7,7.15,4.21,20,84
"1108","AEX91E1L1I1","INB0035","AEX91E1L1","AEX91E1","AEX91",190.8,7,74.71,36.16,20,723
"1109","AEX92E1L1I1","INB0035","AEX92E1L1","AEX92E1","AEX92",192,7,75.7,22.89,20,458
"1110","AEX95E1L1I1","INB0035","AEX95E1L1","AEX95E1","AEX95",189,7,39.16,12.14,20,243
"1111","AEX97E1L1I1","INB0035","AEX97E1L1","AEX97E1","AEX97",183.4,7,50.14,11.83,20,237
"1112","AEY21E1L1I1","INB0035","AEY21E1L1","AEY21E1","AEY21",196.1,7,4.72,2.05,20,41
"1113","AEY22E1L1I1","INB0035","AEY22E1L1","AEY22E1","AEY22",81.1,7,10.35,7.49,20,150
"1114","AEY25E1L1I1","INB0035","AEY25E1L1","AEY25E1","AEY25",198.8,7,9.3,5.89,20,118
"1115","AFK65E1L1I1","INB0035","AFK65E1L1","AFK65E1","AFK65",167.2,7,6.31,3.56,20,71
"1116","AFK88E1L1I1","INB0035","AFK88E1L1","AFK88E1","AFK88",177,7,53.94,26.83,20,537
"1117","AFK90E1L1I1","INB0035","AFK90E1L1","AFK90E1","AFK90",197.1,7,41.07,12.51,20,250
"1118","AFK92E1L1I1","INB0035","AFK92E1L1","AFK92E1","AFK92",143.3,7,36.2,4.45,20,89
"1119","AFL04E1L1I1","INB0035","AFL04E1L1","AFL04E1","AFL04",191.1,7,37.78,27.65,20,553
"1120","AFL08E1L1I1","INB0035","AFL08E1L1","AFL08E1","AFL08",184.6,7,10.46,7.62,20,152
"1121","AFL15E1L1I1","INB0035","AFL15E1L1","AFL15E1","AFL15",182.4,7,11.44,8.91,20,178
"1122","AFM23E1L1I1","INB0035","AFM23E1L1","AFM23E1","AFM23",197,7,7.38,4.49,20,90
"1123","AFM35E1L1I1","INB0035","AFM35E1L1","AFM35E1","AFM35",198.9,7,6.22,1.57,20,31
"1124","AFM37E1L1I1","INB0035","AFM37E1L1","AFM37E1","AFM37",183.8,7,40.33,9.03,20,181
"1125","AFM47E1L1I1","INB0035","AFM47E1L1","AFM47E1","AFM47",198.7,7,46.82,21.22,20,424
"1126","AFM55E1L1I1","INB0035","AFM55E1L1","AFM55E1","AFM55",189,7,56.07,8.38,20,168
"1127","AFM58E1L1I1","INB0035","AFM58E1L1","AFM58E1","AFM58",186.3,7,43.09,9.58,20,192
"1128","AFM60E1L1I1","INB0035","AFM60E1L1","AFM60E1","AFM60",197.6,7,11.16,7.08,20,142
"1129","AFM65E1L1I1","INB0035","AFM65E1L1","AFM65E1","AFM65",198.4,7,4.39,1.29,20,26
"1130","AFM77E1L1I1","INB0035","AFM77E1L1","AFM77E1","AFM77",184.1,7,6.15,3.44,20,69
"1131","AFM85E1L1I1","INB0035","AFM85E1L1","AFM85E1","AFM85",198.7,7,8.37,5.63,20,113
"1132","AFM87E1L1I1","INB0035","AFM87E1L1","AFM87E1","AFM87",192.6,7,41.67,14.26,20,285
"1133","AFM89E1L1I1","INB0035","AFM89E1L1","AFM89E1","AFM89",82.3,7,40.09,1.54,20,31
"1134","AFM95E1L1I1","INB0035","AFM95E1L1","AFM95E1","AFM95",196.9,7,44.2,14.96,20,299
"1135","AFM98E1L1I1","INB0035","AFM98E1L1","AFM98E1","AFM98",192,7,46.48,6.57,20,131
"1136","ABQ40E1L1I1","INB0035","ABQ40E1L1","ABQ40E1","ABQ40",80,10,22.64,19.37,20,387
"1137","ABQ43E1L1I1","INB0035","ABQ43E1L1","ABQ43E1","ABQ43",56.4,10,5.69,2.77,20,55
"1138","ABQ50E1L1I1","INB0035","ABQ50E1L1","ABQ50E1","ABQ50",52.8,10,14.13,11.39,20,228
"1139","ABQ93E1L1I1","INB0035","ABQ93E1L1","ABQ93E1","ABQ93",192,10,7.82,5.44,20,109
"1140","ABR29E1L1I1","INB0035","ABR29E1L1","ABR29E1","ABR29",43.7,10,41.02,12.76,20,255
"1141","AEX22E1L1I1","INB0035","AEX22E1L1","AEX22E1","AEX22",58.6,10,47.98,5.12,20,102
"1142","AEX37E1L1I1","INB0035","AEX37E1L1","AEX37E1","AEX37",98.2,10,42.49,21.35,20,427
"1143","AEX72E1L1I1","INB0035","AEX72E1L1","AEX72E1","AEX72",47,10,38.61,7.9,20,158
"1144","AEX74E1L1I1","INB0035","AEX74E1L1","AEX74E1","AEX74",198.9,10,17.48,12.83,20,257
"1145","AEY27E1L1I1","INB0035","AEY27E1L1","AEY27E1","AEY27",51.4,10,16.1,12.98,20,260
"1146","AFK63E1L1I1","INB0035","AFK63E1L1","AFK63E1","AFK63",38.4,10,11.18,6.28,20,126
"1147","AFM27E1L1I1","INB0035","AFM27E1L1","AFM27E1","AFM27",12,10,10.06,5.58,20,112
"1148","AFM33E1L1I1","INB0035","AFM33E1L1","AFM33E1","AFM33",192.5,10,40.61,11.03,20,221
"1149","AFM69E1L1I1","INB0035","AFM69E1L1","AFM69E1","AFM69",66.2,10,41.28,6.62,20,132
"1150","AFM71E1L1I1","INB0035","AFM71E1L1","AFM71E1","AFM71",0,10,41.89,0.03,20,1
"1151","AFM75E1L1I1","INB0035","AFM75E1L1","AFM75E1","AFM75",83.8,10,37.29,26.37,20,527
"1152","AFM81E1L1I1","INB0035","AFM81E1L1","AFM81E1","AFM81",194.4,10,17.93,13.74,20,275
"1153","AEV83E1L1I1","INB0035","AEV83E1L1","AEV83E1","AEV83",4.4,13,9.11,3.15,20,63
"1154","AEV85E1L1I1","INB0035","AEV85E1L1","AEV85E1","AEV85",6.1,13,6.58,3.11,20,62
"1155","AEY28E1L1I1","INB0035","AEY28E1L1","AEY28E1","AEY28",2.5,13,7.65,3.94,20,79
"1156","AFK61E1L1I1","INB0035","AFK61E1L1","AFK61E1","AFK61",8.1,13,51.98,13.36,20,267
"1157","AFL05E1L1I1","INB0035","AFL05E1L1","AFL05E1","AFL05",198,13,34.48,101.95,20,2039
"1158","AFL06E1L1I1","INB0035","AFL06E1L1","AFL06E1","AFL06",8.2,13,37.58,12.2,20,244
"1159","AFM25E1L1I1","INB0035","AFM25E1L1","AFM25E1","AFM25",6.1,13,37.35,11.3,20,226
"1160","AFM39E1L1I1","INB0035","AFM39E1L1","AFM39E1","AFM39",43.7,13,14.51,11.41,20,228
"1161","AFM63E1L1I1","INB0035","AFM63E1L1","AFM63E1","AFM63",2.2,13,7.52,2.87,20,57
"1162","AEV75E1L1I1","INB0035","AEV75E1L1","AEV75E1","AEV75",5.8,16,16.76,13.76,20,275
"1163","AEX24E1L1I1","INB0035","AEX24E1L1","AEX24E1","AEX24",3.6,16,5.8,2.8,20,56
"1164","AEX26E1L1I1","INB0035","AEX26E1L1","AEX26E1","AEX26",14.9,16,41.3,13.76,20,275
"1165","AEY26E1L1I1","INB0035","AEY26E1L1","AEY26E1","AEY26",1.5,16,36.6,8.88,20,178
"1166","AEY29E1L1I1","INB0035","AEY29E1L1","AEY29E1","AEY29",2.1,16,41.79,8.29,20,166
"1167","AFM73E1L1I1","INB0035","AFM73E1L1","AFM73E1","AFM73",32.6,16,38.24,37.35,20,747
"1168","AEV97E1L1I1","INB0035","AEV97E1L1","AEV97E1","AEV97",4.9,19,75.66,72.91,20,1458
"1169","AEX78E1L1I1","INB0035","AEX78E1L1","AEX78E1","AEX78",3.3,19,15.64,5.83,20,117
"1170","AFL24E1L1I1","INB0035","AFL24E1L1","AFL24E1","AFL24",199,19,78.01,74.07,20,1481
"1171","C1_EXB0041E1L1I1","INB0035","C1_EXB0041E1L1","C1_EXB0041E1","C1_EXB0041",0,19,26.94,0.9,20,18
"1172","AGG13E1L1I1","INB0037","AGG13E1L1","AGG13E1","AGG13",200,7,11.3,16.76,35,587
"1173","AGG19E1L1I1","INB0037","AGG19E1L1","AGG19E1","AGG19",200,7,6.63,15.29,35,535
"1174","AGG21E1L1I1","INB0037","AGG21E1L1","AGG21E1","AGG21",200,7,11.09,19.48,35,682
"1175","AGG08E1L1I1","INB0037","AGG08E1L1","AGG08E1","AGG08",200,7,15.02,11.53,35,403
"1176","AGG09E1L1I1","INB0037","AGG09E1L1","AGG09E1","AGG09",200,7,7.77,5.61,35,196
"1177","AGG11E1L1I1","INB0037","AGG11E1L1","AGG11E1","AGG11",200,7,14.15,5.23,35,183
"1178","AGG17E1L1I1","INB0037","AGG17E1L1","AGG17E1","AGG17",200,7,12.17,9.43,35,330
"1179","AGG20E1L1I1","INB0037","AGG20E1L1","AGG20E1","AGG20",200,7,15.44,7.57,35,265
"1180","ABD98E1L1I1","INB0037","ABD98E1L1","ABD98E1","ABD98",200,7,7.25,3.34,35,117
"1181","ADC13E1L1I1","INB0037","ADC13E1L1","ADC13E1","ADC13",67.4,7,7.17,4.17,35,146
"1182","ADC15E1L1I1","INB0037","ADC15E1L1","ADC15E1","ADC15",85.2,7,10.2,0.71,35,25
"1183","ADC17E1L1I1","INB0037","ADC17E1L1","ADC17E1","ADC17",82.6,7,8.15,4.81,35,168
"1184","AGG07E1L1I1","INB0037","AGG07E1L1","AGG07E1","AGG07",200,7,7.89,7.71,35,270
"1185","AGG10E1L1I1","INB0037","AGG10E1L1","AGG10E1","AGG10",200,7,8.58,5.75,35,201
"1186","AGG12E1L1I1","INB0037","AGG12E1L1","AGG12E1","AGG12",200,7,6.85,6.76,35,237
"1187","AGG14E1L1I1","INB0037","AGG14E1L1","AGG14E1","AGG14",200,7,9.87,7.81,35,273
"1188","AGG15E1L1I1","INB0037","AGG15E1L1","AGG15E1","AGG15",200,7,7.82,4.91,35,172
"1189","AGG16E1L1I1","INB0037","AGG16E1L1","AGG16E1","AGG16",200,7,6.65,7.76,35,272
"1190","AAH01E1L1I1","INB0037","AAH01E1L1","AAH01E1","AAH01",198,10,5.64,14.84,35,520
"1191","AAH39E1L1I1","INB0037","AAH39E1L1","AAH39E1","AAH39",122.6,10,5.5,28.55,35,999
"1192","AAH41E1L1I1","INB0037","AAH41E1L1","AAH41E1","AAH41",44.9,10,6.98,13,35,455
"1193","ADC09E1L1I1","INB0037","ADC09E1L1","ADC09E1","ADC09",54.7,10,6.9,1.65,35,58
"1194","AGG18E1L1I1","INB0037","AGG18E1L1","AGG18E1","AGG18",7.1,10,6.74,13.26,35,464
"1195","ACE11E1L1I1","INB0037","ACE11E1L1","ACE11E1","ACE11",63.4,10,7.99,19.82,35,694
"1196","AAH13E1L1I1","INB0037","AAH13E1L1","AAH13E1","AAH13",83.5,10,7.94,5.56,35,195
"1197","AAH21E1L1I1","INB0037","AAH21E1L1","AAH21E1","AAH21",108,10,5.48,4.93,35,172
"1198","AAI06E1L1I1","INB0037","AAI06E1L1","AAI06E1","AAI06",65.3,10,6.45,8.51,35,298
"1199","AAI10E1L1I1","INB0037","AAI10E1L1","AAI10E1","AAI10",65,10,7.75,4.58,35,160
"1200","AAI14E1L1I1","INB0037","AAI14E1L1","AAI14E1","AAI14",65.5,10,5.83,6.48,35,227
"1201","ACE02E1L1I1","INB0037","ACE02E1L1","ACE02E1","ACE02",5.1,10,8.7,3.21,35,112
"1202","OPAU16E1L1I1","INB0037","OPAU16E1L1","OPAU16E1","OPAU16",11,10,8.75,2.09,35,73
"1203","AAH53E1L1I1","INB0037","AAH53E1L1","AAH53E1","AAH53",12.2,13,7.85,18.48,35,647
"1204","AAH67E1L1I1","INB0037","AAH67E1L1","AAH67E1","AAH67",18.7,13,7.82,9.97,35,349
"1205","AAH77E1L1I1","INB0037","AAH77E1L1","AAH77E1","AAH77",9.8,13,12.03,21.72,35,760
"1206","AAH79E1L1I1","INB0037","AAH79E1L1","AAH79E1","AAH79",16.4,13,13.21,20.4,35,714
"1207","AAH84E1L1I1","INB0037","AAH84E1L1","AAH84E1","AAH84",6.3,13,5.58,30.87,35,1080
"1208","AAH89E1L1I1","INB0037","AAH89E1L1","AAH89E1","AAH89",4.5,13,6.28,26.27,35,920
"1209","ACD99E1L1I1","INB0037","ACD99E1L1","ACD99E1","ACD99",3.1,13,8.52,10.94,35,383
"1210","ACE15E1L1I1","INB0037","ACE15E1L1","ACE15E1","ACE15",4.9,13,6.99,14.01,35,490
"1211","ACE18E1L1I1","INB0037","ACE18E1L1","ACE18E1","ACE18",3.6,13,6.9,6.32,35,221
"1212","ACD06E1L1I1","INB0037","ACD06E1L1","ACD06E1","ACD06",3.9,13,8.54,8.17,35,286
"1213","ACD23E1L1I1","INB0037","ACD23E1L1","ACD23E1","ACD23",3.2,13,18.39,8.06,35,282
"1214","ACE07E1L1I1","INB0037","ACE07E1L1","ACE07E1","ACE07",2.7,13,13.64,11.59,35,406
"1215","ACE17E1L1I1","INB0037","ACE17E1L1","ACE17E1","ACE17",2.4,13,7.86,4.01,35,140
"1216","ADC11E1L1I1","INB0037","ADC11E1L1","ADC11E1","ADC11",7.4,13,9.23,3.55,35,124
"1217","AAH83E1L1I1","INB0037","AAH83E1L1","AAH83E1","AAH83",6.9,13,7.13,7.04,35,246
"1218","ACC89E1L1I1","INB0037","ACC89E1L1","ACC89E1","ACC89",1.2,13,7.32,3.07,35,107
"1219","ACC93E1L1I1","INB0037","ACC93E1L1","ACC93E1","ACC93",2,13,6.84,8.15,35,285
